sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
PPPL_WASH_in,0.532273085,0.194636181,0.036974997,-0.03584623,-0.112475889,-0.188788195,-0.24675538,-0.285688394,-0.320872865,-0.350925314,-0.372666599,-0.396854908,-0.416503706,-0.437849664,-0.457191745,-0.476452164,-0.503377934,-0.527132217,-0.546018599,-0.567151803,-0.587859687,-0.608583082,-0.633377071,-0.661423907
BOIS_DENV_in,0.521886018,0.462248145,0.426996032,0.402924398,0.393352299,0.377179871,0.367807985,0.356994836,0.34496018,0.337321354,0.337248861,0.338006201,0.338733635,0.340268642,0.342304344,0.34544561,0.346274049,0.345889241,0.344484567,0.344610812,0.344243171,0.341447274,0.334845873,0.313785613
ATLA_NASH_out,0.517417217,0.315190054,0.284477744,0.249054983,0.220692376,0.196997818,0.180863822,0.16433959,0.149662098,0.133228729,0.133847246,0.129056111,0.119136591,0.09881931,0.089085325,0.08198838,0.063636362,0.043832703,0.025981918,0.011395971,-0.006258944,-0.022180504,-0.035498305,-0.054243426
DENV_LSVN_out,0.503909271,0.303457692,0.07899989,-0.208502639,-0.526596797,-0.905201978,-1.386296053,-1.923770543,-2.465199462,-3.033179739,-3.647923578,-4.255893321,-4.885640578,-5.426513508,-5.856719391,-6.170239423,-6.282231164,-6.246420282,-5.981493712,-5.483358856,-4.801087991,-4.125037185,-3.469307125,-2.838211702
BOIS_PNWG_out,0.482418172,0.197203261,-0.030362996,-0.178493107,-0.222119558,-0.228477796,-0.221765705,-0.222055462,-0.219166221,-0.214345246,-0.20681768,-0.209739166,-0.216938942,-0.224009573,-0.245075573,-0.263792481,-0.288673595,-0.320201752,-0.3655385,-0.425476599,-0.47089447,-0.505869816,-0.523972192,-0.545238728
LLNL_SUNN_out,0.454467881,0.212654442,0.188044879,0.177287723,0.15679896,0.138916222,0.117434054,0.101369863,0.096331148,0.097183888,0.09782057,0.095800438,0.102217899,0.112344503,0.117524216,0.122727872,0.129564541,0.135617709,0.138024466,0.140070069,0.141705543,0.143142887,0.143375034,0.136609704
ATLA_ORNL_in,0.43433361,0.130383805,0.075897608,0.033713264,-0.033263349,-0.082876692,-0.120327346,-0.163677305,-0.228705032,-0.259690302,-0.269455633,-0.308958782,-0.349772846,-0.383239638,-0.39806968,-0.415437184,-0.448155922,-0.486883387,-0.523960177,-0.539269268,-0.576631878,-0.618764814,-0.655825474,-0.70740576
DENV_NREL_out,0.433317783,0.276329433,0.213382869,0.156865745,0.131229153,0.109289087,0.098102383,0.088788955,0.086303201,0.086554822,0.086834749,0.087970962,0.088385409,0.087957676,0.08878849,0.090568105,0.091264617,0.091325635,0.092053151,0.092269766,0.091270423,0.090078994,0.090556508,0.089195247
HOUS_KANS_in,0.413801243,0.218444228,0.122384517,0.056805576,0.045647615,0.034053676,0.029493708,0.020236517,0.013703249,0.013845394,0.010830029,0.002257995,-0.002139896,-0.008610856,-0.013693559,-0.026781543,-0.034975481,-0.043274978,-0.045732311,-0.051152536,-0.055848389,-0.056755214,-0.061923821,-0.065375422
LSVN_SUNN_in,0.381986073,0.235621502,0.126332138,0.037598479,-0.041444044,-0.113797168,-0.194065716,-0.257075812,-0.303215518,-0.348706435,-0.38512533,-0.420214849,-0.447285172,-0.463593628,-0.47920971,-0.498622062,-0.514152359,-0.541477842,-0.576659508,-0.613578106,-0.659439692,-0.712780797,-0.774541881,-0.864232266
DENV_NREL_in,0.365075222,0.07369463,0.01368246,-0.034708609,-0.075161977,-0.106435529,-0.121913236,-0.139954524,-0.156409401,-0.181033918,-0.211965329,-0.25025491,-0.280142842,-0.313694178,-0.350648366,-0.377199594,-0.398382546,-0.419055537,-0.439322085,-0.458212304,-0.469336229,-0.479547451,-0.482746596,-0.497415924
DENV_PNWG_in,0.353607986,0.16100747,0.109054015,0.045666531,0.024457532,0.013740668,-0.00721912,-0.018449284,-0.024908411,-0.01937649,-0.019288989,-0.019983593,-0.021039255,-0.01844559,-0.018728937,-0.023225627,-0.016679839,-0.010905643,-0.003438563,0.000292834,-0.00142399,0.000976318,0.00545059,0.007078061
JGI_SACR_out,0.351708544,0.140697356,0.086156957,0.06898931,0.059387446,0.053114584,0.039294202,0.033851923,0.03288386,0.030083806,0.029776174,0.034403403,0.030601521,0.031749516,0.032272387,0.034908817,0.039898908,0.044625241,0.040744821,0.046330726,0.047859213,0.050225796,0.053890805,0.055124041
FNAL_STAR_in,0.290871408,0.124963769,0.074281601,0.050382653,0.043065139,0.03758979,0.020909887,0.016523649,0.009492186,0.031294044,0.039429729,0.040976409,0.043975212,0.046994193,0.042846827,0.037719854,0.035267392,0.0351354,0.042502402,0.043971391,0.044559157,0.047641897,0.050862305,0.033653471
BOST_NEWY_out,0.279154067,-0.153597873,-0.157905968,-0.110184172,-0.081431293,-0.052761166,-0.023494788,-0.008703132,0.012338659,0.011959772,-0.014120284,-0.022840364,-0.03127953,-0.037503486,-0.05802503,-0.071617007,-0.088008656,-0.10252164,-0.117273362,-0.116703149,-0.126262616,-0.131154604,-0.149964156,-0.1595285
BOST_NEWY_in,0.273378229,-0.092029284,-0.116706059,-0.11529561,-0.108749681,-0.091383361,-0.090514234,-0.083011281,-0.082411757,-0.095744027,-0.116275939,-0.134079709,-0.147374869,-0.160117066,-0.172127038,-0.186137769,-0.203633906,-0.218726583,-0.235208869,-0.250608932,-0.266611546,-0.290627402,-0.3184924,-0.349981983
BOIS_DENV_out,0.238416749,0.238566638,0.233228287,0.229814928,0.223053609,0.216016272,0.200301084,0.194389924,0.176325348,0.159012658,0.149695344,0.13321946,0.126533805,0.11611139,0.111204606,0.099745378,0.087760445,0.080927182,0.077598519,0.06780551,0.067205355,0.059333144,0.051334373,0.045630508
BNL_NEWY_out,0.171376709,0.16281197,0.16767385,0.176873587,0.177122826,0.177890942,0.175524105,0.175090114,0.169739549,0.168532885,0.167607059,0.164174731,0.163083786,0.161310477,0.159456869,0.154187003,0.148328584,0.147487378,0.145623584,0.145010903,0.144290274,0.143719541,0.142229516,0.137137911
